id,title,city,experience,employment,schedule,salary_from,salary_to,salary_currency,has_salary,salary_gross,is_premium,employer_trusted,has_address,role_id,published_weekday,published_hour,title_word_count
133679362,Creative Manager,Москва,between3And6,,,,,,0,0,0,1,0,176,5,20,2
133679360,Смм специалист / Рилсмейкер,Москва,between3And6,,,60000.0,100000.0,RUR,1,0,0,1,1,3,5,20,4
133625636,Оператор вакуумной упаковки,Москва,noExperience,,,,,,0,0,1,1,0,85,5,20,3
133679345,Парикмахер-Стилист,Москва,between3And6,,,80000.0,,RUR,1,0,0,1,1,92,5,20,1
133679341,Медицинская сестра/медицинский брат ООПП в ДС ПНД 3,Москва,between1And3,,,70000.0,,RUR,1,0,0,1,1,64,5,20,8
133679314,Машинист Бульдозера,Москва,between3And6,,,7000.0,,RUR,1,0,0,1,1,63,5,20,2
133679312,Менеджер-адмнистратор барбершопа,Москва,noExperience,,,80000.0,100000.0,RUR,1,0,0,1,1,8,5,20,2
133091203,Производитель работ (теплосеть),Москва,between3And6,,,,,,0,0,0,1,1,100,5,20,3
133148928,Разнорабочий / подсобный рабочий,Москва,noExperience,,,,113000.0,RUR,1,0,0,1,1,102,5,20,4
133679309,Бармен в ресторан Амели,Москва,noExperience,,,130000.0,200000.0,RUR,1,0,0,1,0,40,5,20,4
133679308,VIP менеджер со знанием польского языка,Москва,noExperience,,,150000.0,,RUR,1,0,0,1,1,40,5,20,6
133624131,Оператор вспомогательного оборудования,Москва,noExperience,,,,,,0,0,1,1,0,85,5,20,3
133679285,Бармен,Москва,between1And3,,,5000.0,7000.0,RUR,1,0,0,1,1,89,5,20,1
133679274,VIP менеджер со знанием итальянского языка,Москва,between3And6,,,150000.0,,RUR,1,0,0,1,1,72,5,20,6
132033748,"Специалист по клиническому применению (оборудование лабораторной диагностики, женское здоровье)",Москва,between1And3,,,,,,0,0,0,1,1,24,5,20,9
131355907,"Менеджер по продукту (RX, OTC)",Москва,between1And3,,,,,,0,0,0,1,1,73,5,20,5
131506487,"Менеджер по продукту оригинальный препарат (Госпитальный рынок, кадиология / ревматология)",Москва,between3And6,,,,,,0,0,0,1,1,65,5,20,10
131798055,Менеджер по продукту (КДЛ),Москва,between1And3,,,,,,0,0,0,1,1,79,5,20,4
131798158,Менеджер по развитию бизнеса (Розничный бизнес),Москва,noExperience,,,,,,0,0,0,1,1,71,5,20,6
131798267,Менеджер по продукту (орфанные заболевания),Москва,between3And6,,,,,,0,0,0,1,1,73,5,20,5
131798277,Менеджер по продукту (онкология),Москва,between3And6,,,,,,0,0,0,1,0,73,5,20,4
133679270,Оператор LED-экранов,Москва,between1And3,,,60000.0,90000.0,RUR,1,0,0,1,1,40,5,20,2
133679268,Специалист по набору объектов недвижимости,Москва,noExperience,,,,,,0,0,0,1,0,6,5,19,5
133679267,VIP менеджер со знанием французского языка,Москва,between3And6,,,150000.0,,RUR,1,0,0,1,1,40,5,19,6
133679266,Домработница/Домработник,Москва,between3And6,,,180000.0,180000.0,RUR,1,0,0,1,1,130,5,19,1
133679265,Хостес в ресторан (Novikov Group),Москва,between1And3,,,5000.0,,RUR,1,0,0,1,1,140,5,19,5
133679264,Инструктор тренажёрного зала,Москва,noExperience,,,,,,0,0,0,1,1,138,5,19,3
133679235,Администратор фитнес-клуба,Москва,noExperience,,,60000.0,,RUR,1,0,0,1,1,8,5,19,2
133430602,"Помощник в департамент (СРОЧНО, БЕСПЛАТНОЕ ОБУЧЕНИЕ)",Москва,noExperience,,,300000.0,,RUR,1,0,0,1,1,70,5,19,6
133679233,Архитектор/дизайнер интерьеров,Москва,noExperience,,,90000.0,200000.0,RUR,1,0,1,1,1,14,5,19,2
129423459,Заместитель управляющего магазином (пр-д Дежнева),Москва,between1And3,,,109200.0,144900.0,RUR,1,1,0,1,1,9,5,19,5
133679232,Мастер ногтевого сервиса,Москва,between1And3,,,3000.0,8000.0,RUR,1,0,0,1,1,61,5,19,3
133679143,Дата-аналитик (антифрод) в Дзен,Москва,between3And6,,,,,,0,0,0,1,1,156,5,19,4
133679229,Повар-сушист (г. Москва),Москва,between1And3,,,96150.0,,RUR,1,0,0,1,1,94,5,19,3
133679228,Менеджер кафетерия/Бариста (г. Москва),Москва,noExperience,,,5500.0,,RUR,1,0,0,1,1,89,5,19,4
133679227,Менеджер минимаркета/Продавец-кассир (г. Москва),Москва,noExperience,,,80000.0,,RUR,1,0,0,1,1,97,5,19,4
133679226,Преподаватель индивидуальных занятий по блогерству,Москва,between1And3,,,,,,0,0,0,1,0,132,5,19,5
133679225,Повар в супермаркет (г. Москва),Москва,between1And3,,,95250.0,,RUR,1,0,0,1,1,94,5,19,5
121528445,Риэлтор/Агент по недвижимости,Москва,noExperience,,,250000.0,700000.0,RUR,1,0,0,1,1,6,5,19,3
133567260,Пекарь,Москва,noExperience,,,70000.0,114000.0,RUR,1,1,1,1,1,94,5,19,1
133567262,Пекарь,Москва,noExperience,,,65000.0,101000.0,RUR,1,1,1,1,0,94,5,19,1
133567143,Пекарь,Зеленоград,noExperience,,,88700.0,93000.0,RUR,1,1,1,1,1,94,5,19,1
133679156,Стерилизационная медсестра/Стерилизационный медбрат/ЦСО (премиум стоматология),Москва,between1And3,,,80000.0,,RUR,1,0,0,1,1,64,5,19,5
133679154,Повар Заготовщик,Москва,between1And3,,,,,,0,0,0,1,1,94,5,19,2
132254921,Менеджер по установке(продажам) мобильного приложения Магнит,Москва,noExperience,,,95000.0,150000.0,RUR,1,0,0,1,1,40,5,19,6
133679147,Водитель Бензовоза категория Е,Москва,between1And3,,,130000.0,190000.0,RUR,1,0,0,1,1,21,5,19,4
133679146,Водитель Бензовоза категория Е,Москва,between3And6,,,130000.0,190000.0,RUR,1,0,0,1,1,21,5,19,4
132870754,Охранник,Москва,noExperience,,,90000.0,120000.0,RUR,1,0,0,1,1,90,5,19,1
133014279,Менеджер по продажам B2B (мелкий опт),Москва,between1And3,,,120000.0,170000.0,RUR,1,0,0,1,1,70,5,19,6
132857925,Водитель-экспедитор,Москва,between1And3,,,140000.0,210000.0,RUR,1,0,0,1,1,21,5,19,1
133014278,Бухгалтер на первичную документацию,Москва,between3And6,,,120000.0,130000.0,RUR,1,0,0,1,1,18,5,19,4
133014275,Категорийный менеджер,Москва,between3And6,,,100000.0,,RUR,1,0,0,1,0,66,5,19,2
133151862,Менеджер ресторана/Заместитель директора ресторана (аэропорт Шереметьево),Москва,between1And3,,,120000.0,,RUR,1,1,0,1,1,74,5,19,6
133014267,Заместитель главного бухгалтера / Бухгалтер,Москва,moreThan6,,,120000.0,,RUR,1,0,0,1,1,18,5,19,5
133373086,Переплетчик\Брошюровщик\Кашировщик (Ручные работы в типографии),Москва,between1And3,,,80000.0,100000.0,RUR,1,0,0,1,1,40,5,19,5
133604289,Охранник на автокомбинат с учо,Москва,noExperience,,,96000.0,,RUR,1,0,0,1,1,90,5,19,5
133151854,Повар горячего цеха,Москва,between1And3,,,4000.0,6000.0,RUR,1,0,0,1,1,94,5,19,3
132857915,Начальник строительства в г. Валдай,Москва,moreThan6,,,500000.0,,RUR,1,0,0,1,1,108,5,19,5
133564460,Юрисконсульт контрактной службы,Москва,between1And3,,,117000.0,,RUR,1,0,0,1,1,145,5,19,3
133222129,Ассистент отдела продаж,Москва,between1And3,,,,,,0,0,0,1,1,54,5,19,3
133222123,Аналитик данных,Москва,between1And3,,,,,,0,0,0,1,1,156,5,19,2
133373076,Мастер лазерной эпиляции в сеть клиник косметологии,Москва,between1And3,,,110000.0,,RUR,1,0,0,1,1,56,5,19,7
133432422,Менеджер по маркетингу,Москва,moreThan6,,,,,,0,0,0,1,1,68,5,19,3
133222117,Pre-Sale SEO-специалист / GEO / AEO,Москва,between3And6,,,,,,0,0,0,1,1,68,5,19,6
132857895,Архитектор,Москва,between3And6,,,150000.0,,RUR,1,0,0,1,1,14,5,19,1
133679089,C# backend-разработчик в команду интеграций - гибрид,Москва,between3And6,,,,,,0,0,0,1,1,96,5,19,7
132857893,Менеджер Wildberries,Москва,between1And3,,,70000.0,120000.0,RUR,1,0,0,1,0,127,5,19,2
132707691,Бармен в загородный ресторан,Москва,between1And3,,,110000.0,,RUR,1,0,0,1,1,89,5,19,4
133574502,Менеджер по продажам / Sales-менеджер в premium travel & content project,Москва,noExperience,,,80000.0,200000.0,RUR,1,0,0,1,1,70,5,19,11
132857890,Junior motion-designer / Младший моушн-дизайнер,Москва,noExperience,,,50000.0,70000.0,RUR,1,1,0,1,1,34,5,19,5
132707690,Администратор,Москва,between1And3,,,60000.0,120000.0,RUR,1,0,0,1,0,70,5,19,1
132258926,"Менеджер по продажам (крупные сделки, входящие лиды)",Москва,between1And3,,,250000.0,6200000.0,RUR,1,0,0,1,0,70,5,19,7
133679086,Бизнес-ассистент,Москва,between1And3,,,50000.0,100000.0,RUR,1,0,0,0,1,40,5,19,1
132179411,"Chief Operating Officer (COO) / Head of Operations (B2B, Fintech, SAAS)",Москва,between3And6,,,300000.0,500000.0,RUR,1,0,0,1,1,87,5,19,11
133222093,Администратор оздоровительного центра,Москва,between1And3,,,50000.0,,RUR,1,0,0,1,1,8,5,19,3
133222092,Менеджер по продажам сервисных услуг медицинского оборудования,Москва,between3And6,,,137000.0,,RUR,1,0,0,1,1,111,5,19,7
132943312,Младший юрисконсульт,Москва,noExperience,,,,,,0,0,0,1,1,145,5,19,2
133373026,Юрист (IT),Москва,between3And6,,,,,,0,0,0,1,1,146,5,19,2
133222074,Менеджер кофейни,Москва,between3And6,,,120000.0,,RUR,1,0,0,1,1,89,5,19,2
133222066,Главный инженер проекта,Москва,between3And6,,,,,,0,0,0,1,1,30,5,19,3
133679057,Медицинская сестра (Медицинский брат) процедурной ПНД,Москва,noExperience,,,76000.0,76000.0,RUR,1,0,0,1,1,64,5,19,6
133014185,Event-менеджер | Руководитель проектов,Москва,moreThan6,,,120000.0,250000.0,RUR,1,0,0,1,1,1,5,19,4
133574454,Помощник техника,Москва,between1And3,,,100000.0,100000.0,RUR,1,0,0,1,1,40,5,19,2
132500584,Нотариус/консультант/делопроизводитель в нотариальную контору,Москва,between1And3,,,,,,0,0,0,1,1,145,5,19,4
133574451,Водитель,Москва,between1And3,,,,,,0,0,0,0,0,21,5,19,1
132442728,Data Analyst,Москва,between3And6,,,,,,0,0,0,1,1,156,5,19,2
133222026,Водитель дизельного погрузчика,Москва,between1And3,,,100000.0,,RUR,1,0,0,1,1,21,5,19,3
133574442,Торговый представитель / Менеджер по продажам (ЮАО),Москва,noExperience,,,150000.0,250000.0,RUR,1,0,0,1,1,129,5,19,7
131217934,Продавец-консультант в магазин обуви (ТЦ Мега Белая Дача),Москва,noExperience,,,80000.0,,RUR,1,0,0,1,1,97,5,19,8
133372974,Инженер техник делопроизводитель,Москва,between1And3,,,90000.0,110000.0,RUR,1,1,0,1,1,33,5,19,3
132857842,Менеджер по туризму,Москва,between1And3,,,75000.0,300000.0,RUR,1,0,0,1,1,72,5,19,3
132707671,Официант в загородный ресторан,Москва,between1And3,,,110000.0,,RUR,1,0,0,1,1,89,5,19,4
132354111,Оптик-консультант в колцентр интернет-магазина,Москва,between1And3,,,120000.0,,RUR,1,0,0,1,1,97,5,19,4
133014134,Инженер-механик,Москва,noExperience,,,120000.0,125000.0,RUR,1,0,0,1,1,111,5,19,1
133574414,Торговый представитель (продукты питания),Москва,between1And3,,,,160000.0,RUR,1,0,0,1,1,129,5,19,4
133372964,Менеджер по поиску объектов коммерческой недвижимости,Москва,between1And3,,,150000.0,400000.0,RUR,1,1,0,1,1,6,5,19,6
133151740,"Консультант нотариуса в нотариальную контору, город Москва",Москва,between1And3,,,,,,0,0,0,1,1,146,5,19,7
133151738,Комплектовщик-упаковщик/кладовщик (Москва),Актау,noExperience,,,705000.0,950000.0,KZT,1,0,0,1,1,131,5,19,2
133679041,Делопроизводитель в ПНД 8,Москва,between1And3,,,60000.0,,RUR,1,0,0,1,1,33,5,19,4
132857834,Механик-наладчик на производство безалкогольных напитков,Москва,between1And3,,,168000.0,,RUR,1,0,0,1,1,173,5,19,5
133574401,Педагог по программированию,Москва,noExperience,,,30000.0,55000.0,RUR,1,1,0,1,1,132,5,19,3
133014108,Координатор отдела продаж,Москва,between1And3,,,,,,0,0,0,1,1,54,5,19,3
133014109,Менеджер по логистике,Москва,between3And6,,,100000.0,150000.0,RUR,1,1,0,1,1,67,5,19,3
133014104,Менеджер по продажам (опт и дистрибьюторы),Москва,between1And3,,,100000.0,300000.0,RUR,1,0,0,1,1,70,5,19,6
133574398,Финансовый менеджер,Москва,between3And6,,,,,,0,0,0,1,1,137,5,19,2
133014089,Менеджер по работе с федеральными сетями (продукты питания),Москва,between3And6,,,150000.0,300000.0,RUR,1,0,0,1,1,70,5,19,8
133014091,Инженер по автоматизированному тестированию,Москва,between1And3,,,,,,0,0,0,1,0,124,5,19,4
132640588,Старший техник зуботехнической лаборатории,Москва,between3And6,,,200000.0,300000.0,RUR,1,0,0,1,1,29,5,19,4
132943300,Key Account Manager (Enterprise),Москва,between3And6,,,,,,0,0,0,1,1,70,5,19,4
133151731,Менеджер по продажам (Wildberries Банк),Москва,noExperience,,,,,,0,0,0,1,1,70,5,19,5
133014087,Старший кладовщик / Помощник заведующего складом,Москва,between1And3,,,130000.0,140000.0,RUR,1,0,0,1,1,52,5,19,6
132258908,Барбер (ЦАО),Москва,between1And3,,,100000.0,,RUR,1,0,0,1,1,92,5,19,2
133679039,Повар горячего цеха,Москва,between1And3,,,120000.0,130000.0,RUR,1,0,0,1,1,94,5,19,3
133151702,Контролер ОТК / женская одежда бренд SELFMADE,Москва,between1And3,,,85000.0,,RUR,1,0,0,1,1,149,5,19,7
133679037,Кастелянша в ПНД,Москва,noExperience,,,56000.0,,RUR,1,0,0,1,1,102,5,19,3
133014042,Оператор 1C,Москва,between1And3,,,80000.0,85000.0,RUR,1,0,0,1,1,84,5,19,2
133014039,Монтажер,Москва,between1And3,,,65000.0,,RUR,1,0,0,1,0,20,5,19,1
133221982,Курьер по доставке банковских карт,Москва,noExperience,,,150000.0,,RUR,1,1,0,1,1,58,5,19,5
133014023,Мастер-приемщик слесарного цеха,Москва,moreThan6,,,180000.0,270000.0,RUR,1,0,0,1,1,62,5,19,3
133014016,Менеджер ВЭД,Москва,between1And3,,,120000.0,150000.0,RUR,1,0,0,1,1,67,5,19,2
133014011,Начальник строительного участка по НВФ и СПК,Москва,between3And6,,,150000.0,200000.0,RUR,1,0,0,1,1,107,5,19,7
133014009,Администратор в клинику ЭКО,Москва,between1And3,,,90000.0,90000.0,RUR,1,0,0,1,1,8,5,19,4
133221977,"Экономист по ГОЗ (22 года в рынке, ТОП 3 в РФ) поставка алюминия вся территория РФ",Москва,between1And3,,,120000.0,200000.0,RUR,1,0,0,1,1,142,5,19,16
133014002,Разработчик проектной документации интерьера загородных домов,Москва,between1And3,,,150000.0,,RUR,1,1,0,1,1,14,5,19,6
133014003,Старший администратор гостиницы,Москва,between1And3,,,80000.0,,RUR,1,0,0,1,1,8,5,19,3
133014000,Экономист (ГОЗ),Москва,between3And6,,,120000.0,,RUR,1,0,0,1,1,40,5,19,2
127609303,Оптик-консультант,Москва,between1And3,,,130000.0,200000.0,RUR,1,0,0,1,1,97,5,19,1
133679033,Администратор в стоматологию,Москва,between1And3,,,5000.0,,RUR,1,1,0,1,1,8,5,19,3
132857781,Брокер по продаже новостроек премиум и бизнес-класса,Москва,between1And3,,,500000.0,,RUR,1,0,0,1,1,6,5,19,7
133013984,Менеджер маркетплейсов,Москва,between1And3,,,180000.0,,RUR,1,0,0,1,1,68,5,19,2
133013985,Инженер-замерщик,Москва,between1And3,,,80000.0,250000.0,RUR,1,0,0,1,1,40,5,19,1
133013975,Ведущий менеджер отдела продаж маркетплейсов WB и OZON,Москва,between1And3,,,100000.0,,RUR,1,0,0,1,1,68,5,19,8
133372942,Секретарь на ресепшен в офис,Москва,noExperience,,,,78300.0,RUR,1,0,0,1,1,110,5,19,5
133679030,Помощник по уходу (Психоневрологический диспансер),Москва,noExperience,,,85000.0,,RUR,1,0,0,1,1,23,5,19,5
133013961,Маркетолог,Москва,between1And3,,,100000.0,160000.0,RUR,1,0,0,1,1,68,5,19,1
132680776,Менеджер по торговому маркетингу,Москва,moreThan6,,,,,,0,0,0,1,1,70,5,19,4
133013957,Менеджер по продажам,Москва,between3And6,,,130000.0,250000.0,RUR,1,0,0,1,1,70,5,19,3
133013942,Менеджер по продажам (входящие заявки),Москва,between1And3,,,150000.0,300000.0,RUR,1,0,0,1,1,70,5,19,5
133151651,Грумер в салон,Москва,between1And3,,,100000.0,300000.0,RUR,1,0,0,1,1,40,5,19,3
133151648,Менеджер по персоналу (подбор полного цикла),Москва,between3And6,,,,,,0,0,0,1,1,69,5,19,6
133221942,Руководитель ремонтной службы в эксплуатации (прораб),Москва,between3And6,,,160200.0,,RUR,1,1,0,1,1,46,5,19,6
133221941,Менеджер по найму персонала,Москва,between1And3,,,80000.0,100000.0,RUR,1,0,0,1,1,118,5,19,4
132723428,"Уборщица/уборщик (офис, м. Маяковская)",Москва,between1And3,,,,,,0,0,0,1,1,130,5,19,4
133221936,Повар холодного цеха,Москва,between1And3,,,5500.0,,RUR,1,0,0,1,1,94,5,19,3
133574316,Бухгалтер на первичную документацию,Москва,between3And6,,,,80000.0,RUR,1,0,0,1,1,18,5,19,4
133221931,Менеджер продаж в приключенческом туризме,Москва,between3And6,,,125000.0,300000.0,RUR,1,0,0,1,1,72,5,19,5
133221934,Руководитель HR отдела,Москва,between3And6,,,1500.0,2000.0,USD,1,0,0,1,0,171,5,19,3
133221935,Повар горячего цеха и раздачи,Москва,between1And3,,,5200.0,,RUR,1,0,0,1,1,94,5,19,5
133221930,Главный бухгалтер в строительную компанию,Москва,moreThan6,,,,,,0,0,0,1,1,18,5,19,5
133013908,Техник-монтажник слаботочных сетей,Москва,between1And3,,,6000.0,6000.0,RUR,1,0,0,1,1,78,5,19,3
133372925,Менеджер по оптовым продажам,Москва,between3And6,,,140000.0,200000.0,RUR,1,1,0,1,1,71,5,19,4
133221925,Менеджер по продажам ветеринарных препаратов/Региональный представитель,Москва,between1And3,,,100000.0,150000.0,RUR,1,0,0,1,0,19,5,19,6
133372924,Сборщик-комплектовщик-технический специалист (медтехника),Москва,between1And3,,,92000.0,140000.0,RUR,1,1,0,1,1,143,5,19,3
132192492,Менеджер по работе с клиентами,Москва,noExperience,,,80000.0,150000.0,RUR,1,0,0,1,1,70,5,19,5
128481628,Агент,Москва,noExperience,,,150000.0,250000.0,RUR,1,0,0,1,1,70,5,19,1
133221911,Кладовщик-комплектовщик,Москва,noExperience,,,75000.0,85000.0,RUR,1,0,0,1,1,131,5,19,1
132857767,Тренер групповых программ,Москва,between1And3,,,110000.0,200000.0,RUR,1,0,0,1,1,138,5,19,3
132082464,Сотрудник склада (д. Гривно),Москва,noExperience,,,,126000.0,RUR,1,1,0,1,1,52,5,19,4
132640108,Инженер по Пожарной безопасности,Москва,between1And3,,,150000.0,,RUR,1,0,0,1,1,45,5,19,4
133151605,Помощник юриста / помощник руководителя,Москва,noExperience,,,40000.0,55000.0,RUR,1,0,0,1,1,110,5,19,5
107391791,Агент/Риелтор/Помощник Риелтора,Москва,noExperience,,,155000.0,500000.0,RUR,1,0,0,1,1,70,5,19,2
132464966,Инженер-проектировщик ВК,Москва,between1And3,,,,,,0,0,0,1,1,48,5,19,2
133149098,"Гипсокартонщик , универсал - отделочник",Москва,between1And3,,,120000.0,140000.0,RUR,1,0,0,1,1,59,5,19,5
133221908,Кладовщик-комплектовщик,Москва,between1And3,,,75000.0,97000.0,RUR,1,0,0,1,1,131,5,19,1
133372920,Машинист Автокрана / Автокрановщик (40 тонн),Москва,between3And6,,,230000.0,250000.0,RUR,1,0,0,1,1,63,5,19,6
133151600,Водитель-экспедитор,Москва,between1And3,,,80000.0,,RUR,1,1,0,1,1,21,5,19,1
133221901,Ведущий архитектор Revit,Москва,between3And6,,,200000.0,,RUR,1,0,0,1,1,14,5,19,3
133574301,Рекламный менеджер,Москва,between1And3,,,120000.0,,RUR,1,0,0,1,1,68,5,19,2
133574302,Руководитель отдела кадрового делопроизводства,Москва,moreThan6,,,160000.0,160000.0,RUR,1,0,0,1,1,117,5,19,4
133151587,Специалист ЕГАИС,Москва,between3And6,,,90000.0,,RUR,1,0,0,1,1,84,5,19,2
133221886,Юрист по судебно-претензионной работе,Москва,between1And3,,,,,,0,0,0,1,1,146,5,19,4
133013884,Мастер-приемщик слесарного цеха,Москва,moreThan6,,,200000.0,270000.0,RUR,1,0,0,1,1,62,5,19,3
133372906,Менеджер по продажам,Москва,between1And3,,,100000.0,200000.0,RUR,1,0,0,1,1,70,5,19,3
133372907,Сотрудник склада - сборщик/сборщица заказов (комплектовщик/комплектовщица),Москва,noExperience,,,80000.0,90000.0,RUR,1,0,0,1,1,131,5,19,6
133372908,Таргетолог (Внешний трафик на маркетплейсы),Москва,between3And6,,,,,,0,0,0,1,1,68,5,19,5
133221882,Врач косметолог-дерматовенеролог,Москва,between3And6,,,100000.0,350000.0,RUR,1,0,0,1,0,56,5,19,2
133574289,Автор / журналист в портал о туризме и турбизнесе,Москва,between1And3,,,80000.0,,RUR,1,0,0,1,0,41,5,19,9
133372903,Специалист БЭК-Офиса/Специалист по документообороту,Москва,between1And3,,,,,,0,0,0,1,1,71,5,19,4
133013877,Ассистент по документообороту,Москва,between1And3,,,80000.0,,RUR,1,0,0,1,1,33,5,19,3
133574279,Менеджер отдела продаж Детейлинг,Москва,between1And3,,,150000.0,400000.0,RUR,1,0,0,1,1,70,5,19,4
133372896,Младший специалист по регистрации медицинских изделий,Москва,noExperience,,,70000.0,,RUR,1,0,0,1,1,151,5,19,6
133221872,Массажист в оздоровительный центр,Москва,between3And6,,,100000.0,160000.0,RUR,1,0,0,1,1,60,5,19,4
133151575,Менеджер по продажам,Москва,between1And3,,,200000.0,400000.0,RUR,1,0,0,1,1,70,5,19,3
133151576,Менеджер маркетплейса Ozon,Москва,between1And3,,,70000.0,,RUR,1,0,0,1,1,182,5,19,3
133151574,Врач стоматолог-терапевт (микроскопист),Москва,moreThan6,,,150000.0,250000.0,RUR,1,0,0,1,1,24,5,19,3
133151573,Техник-протезист,Москва,between1And3,,,250000.0,450000.0,RUR,1,0,0,1,1,40,5,19,1
133013846,Менеджер маркетплейсов (Wildberries),Москва,between1And3,,,100000.0,,RUR,1,0,0,1,0,68,5,19,3
133151568,Менеджер по продажам премиальных загородных домов,Москва,between3And6,,,150000.0,250000.0,RUR,1,0,0,1,1,70,5,19,6
133151569,Project Manager (контент и подрядчики),Москва,between1And3,,,50000.0,120000.0,RUR,1,0,0,1,0,98,5,19,5
133151570,Руководитель отдела маркетинга и рекламы,Москва,moreThan6,,,170000.0,,RUR,1,0,0,1,1,170,5,19,5
133013822,Менеджер по продажам и развитию клиентов (транспортная логистика),Москва,between1And3,,,80000.0,150000.0,RUR,1,0,0,1,1,70,5,19,8
133432324,Мерчендайзер визитный Gillette (север Москвы),Москва,noExperience,,,73500.0,95780.0,RUR,1,0,0,1,1,77,5,19,5
133151565,Инженер по кондиционированию и вентиляции,Москва,between1And3,,,200000.0,250000.0,RUR,1,0,0,1,1,111,5,19,5
133151562,Тренер тренажерного зала в премиальный фитнес-клуб,Москва,between1And3,,,150000.0,400000.0,RUR,1,1,0,1,1,138,5,19,6
133151563,Администратор в клинику косметологии,Москва,between1And3,,,120000.0,160000.0,RUR,1,1,0,1,1,8,5,19,4
133221829,Производитель работ/прораб в строительстве,Москва,between1And3,,,150000.0,,RUR,1,0,0,1,1,100,5,19,4
133151545,Менеджер по продажам услуг B2B,Москва,between1And3,,,210000.0,300000.0,RUR,1,1,0,1,0,70,5,19,5
133151544,Менеджер по продажам медицинского оборудования,Москва,between1And3,,,,,,0,0,0,1,1,70,5,19,5
133013806,Motion Designer Mobile app,Москва,between1And3,,,,1200.0,USD,1,1,0,1,0,34,5,19,4
133221811,Трафик-менеджер (Яндекс. Директ),Москва,between1And3,,,50000.0,66000.0,RUR,1,1,0,1,1,68,5,19,3
133221814,Кладовщик-комплектовщик,Москва,between1And3,,,80000.0,97500.0,RUR,1,0,0,1,1,131,5,19,1
133221808,Бариста,Москва,between1And3,,,75000.0,100000.0,RUR,1,0,0,1,1,89,5,19,1
132371037,Печатник широкоформатной печати УФ,Москва,between1And3,,,90000.0,110000.0,RUR,1,0,0,1,1,85,5,19,4
133372865,Бариста в чайную Нитка,Москва,noExperience,,,60000.0,100000.0,RUR,1,0,0,1,1,89,5,19,4
133151535,SMM-менеджер,Москва,between3And6,,,90000.0,,RUR,1,0,0,1,1,3,5,19,1
133151537,Менеджер по продажам,Москва,moreThan6,,,153000.0,300000.0,RUR,1,0,0,1,1,70,5,19,3
133151538,Менеджер по продажам B2B /Торговый представитель (кофе для офисов),Москва,between1And3,,,150000.0,,RUR,1,0,0,1,1,123,5,19,9
133221801,Автомеханик АКПП DSG S-Tronic,Москва,between1And3,,,80000.0,160000.0,RUR,1,0,0,1,1,5,5,19,4
133221805,Товаровед-оценщик скупки,Москва,between1And3,,,110000.0,,RUR,1,0,0,1,1,127,5,19,2
133013794,Повар-универсал,Москва,between1And3,,,100000.0,135000.0,RUR,1,0,0,1,1,94,5,19,1
133151534,Менеджер по закупкам,Москва,between1And3,,,100000.0,,RUR,1,1,0,1,1,66,5,19,3
133221796,Уборщица/уборщик офисных помещений Банка,Москва,between1And3,,,,46980.0,RUR,1,0,0,1,1,130,5,19,4
133013789,Дизайнер-консультант в сеть багетных мастерских Арт-Рама,Москва,between1And3,,,70000.0,,RUR,1,0,0,1,0,40,5,19,6
133151524,Грумер-универсал,Москва,between1And3,,,100000.0,300000.0,RUR,1,0,0,1,1,40,5,19,1
133372858,"Водитель (категория B, С)",Москва,between1And3,,,,,,0,0,0,1,1,21,5,19,4
133574232,"Sales / Project Manager (B2B, IT)",Москва,between1And3,,,1500.0,,USD,1,0,0,1,0,70,5,19,6
133372854,Менеджер по продажам недвижимости/Брокер по новостройкам (входящий поток),Москва,between1And3,,,500000.0,,RUR,1,0,0,1,1,6,5,19,8
132857742,Оператор ПК,Москва,noExperience,,,65000.0,75000.0,RUR,1,1,0,1,1,84,5,19,2
132857743,Ведущий менеджер по координации проектов АЗС,Москва,between1And3,,,,,,0,0,0,1,1,107,5,19,6
132857746,Секретарь в приемную/помощник руководителя,Москва,between3And6,,,100000.0,110000.0,RUR,1,0,0,1,1,110,5,19,4
133372847,Директор в ресторан Osteria Mario (ТРЦ Ривьера),Москва,between3And6,,,160000.0,200000.0,RUR,1,0,0,1,1,74,5,19,7
133574218,Архитектор-проектировщик (по разработке РД дизайн проектов),Москва,between3And6,,,160000.0,,RUR,1,0,0,1,1,14,5,19,6
133013760,Администратор торгового центра,Москва,between1And3,,,81800.0,81800.0,RUR,1,1,0,1,1,8,5,19,3
132857735,Уборщица/уборщик,Москва,between1And3,,,60000.0,80000.0,RUR,1,0,0,1,1,130,5,19,1
132857736,Шеф-повар,Москва,between1And3,,,160000.0,200000.0,RUR,1,1,0,1,1,94,5,19,1
133574216,Ассистент в летний городской лагерь,Москва,between1And3,,,,70000.0,RUR,1,0,0,1,1,40,5,19,5
133574217,Медицинская сестра/Медицинский брат/Ассистент врача трихолога,Москва,between3And6,,,80000.0,,RUR,1,0,0,1,1,64,5,19,5
133372841,Техник по эксплуатации здания,Москва,between3And6,,,90140.0,90140.0,RUR,1,0,0,1,1,115,5,19,4
133221778,Специалист отдела кадров,Москва,between1And3,,,100000.0,100000.0,RUR,1,0,0,1,1,117,5,19,3
133013756,Помощник руководителя,Москва,between1And3,,,100000.0,150000.0,RUR,1,1,0,1,1,110,5,19,2
133013757,Главный инженер,Москва,between3And6,,,200000.0,,RUR,1,0,0,1,1,48,5,19,2
